show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,duration_minutes,duration_seasons
s6285,Movie,"Benji's Very Own Christmas Story","Joe Camp","Ron Moody, Patsy Garrett, Cynthia Smith","United States",2018-10-03,1978,TV-G,"Children & Family Movies","While on a press tour, Benji goes behind the scenes of Santa's workshop. But Santa has a devastating secret, so it's up to Benji to save Christmas.",25,NULL
s2567,Movie,"Bennett's War","Alex Ranarivelo","Michael Roark, Trace Adkins, Ali Afshar, Allison Paige, Tony Panterra, Brando Eaton, Hunter Clowdus, Michael King","United States",2020-05-02,2019,PG-13,"Dramas, Sports Movies","A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.",94,NULL
s328,Movie,Beowulf,"Robert Zemeckis","Ray Winstone, Anthony Hopkins, John Malkovich, Angelina Jolie, Robin Wright, Brendan Gleeson, Crispin Glover, Alison Lohman, Sharisse Baker-Bernard","United States, United Kingdom",2021-08-01,2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy","This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.",114,NULL
s5633,Movie,"Berlin Calling","Hannes Stöhr","Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider, Rolf Peter Kahl, Henriette Müller, Udo Kroschwald, Megan Gay, Max Mauff",Germany,2017-01-15,2008,TV-MA,"Dramas, International Movies, Music & Musicals","DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs.",105,NULL
s6286,Movie,"Berlin Kaplani","Hakan Algül","Ata Demirer, Necati Bilgiç, Tarık Ünlüoğlu, Özlem Türkad, Nihal Yalçın, Cemil Özbayer, Cengiz Bozkurt, Orhan Güner, Mert Aran",Turkey,2017-03-10,2012,TV-14,"Comedies, International Movies, Sports Movies","After a losing streak puts him in debt of 50,000 euros to his sponsors, an unlikely Turkish-German boxer in Berlin finds himself in need of a miracle.",99,NULL
s5318,Movie,"Berlin Syndrome","Cate Shortland","Matthias Habich, Max Riemelt, Teresa Palmer, Lucie Aron, Emma Bading",Australia,2017-08-25,2017,R,"International Movies, Thrillers","What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.",116,NULL
s2151,Movie,"Berlin, Berlin: Lolle on the Run","Franziska Meyer Price","Felicitas Woll, Janina Uhse, Jan Sosniok, Matthias Klimsa, Sandra Borgmann, Kai Lentrodt, Armin Rohde, Gitta Schweighöfer, Kailas Mahadevan",Germany,2020-08-07,2020,TV-MA,"Comedies, International Movies","In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart – until Sven disrupts her plans.",82,NULL
s6287,Movie,"Berlin, I Love You",Unknown,Unknown,Germany,2019-06-08,2019,R,"Dramas, International Movies, Romantic Movies","Set in the Grey City, this "Cities of Love" installment is a star-studded, 10-story collection of redemptive love, crushing loss and everyday romances.",120,NULL
s5748,Movie,"Berserk: The Golden Age Arc I - The Egg of the King","Toshiyuki Kubooka","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake",Japan,2016-10-15,2012,TV-MA,"Action & Adventure, Anime Features, International Movies","Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.",77,NULL
s5293,Movie,"Berserk: The Golden Age Arc II - The Battle for Doldrey","Toshiyuki Kubooka","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Japan,2017-09-01,2012,TV-MA,"Action & Adventure, Anime Features, International Movies","For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.",92,NULL
s5294,Movie,"Berserk: The Golden Age Arc III - The Advent","Toshiyuki Kubooka","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,2017-09-01,2013,TV-MA,"Action & Adventure, Anime Features, International Movies","A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.",107,NULL
s2807,Movie,"Bert Kreischer: Hey Big Boy","Jeff Tomsic","Bert Kreischer","United States",2020-03-17,2020,TV-MA,"Stand-Up Comedy","Ever the stand-up party animal, comic Bert Kreischer riffs on parenting and family life, being a gun and pet owner, his dad discovering pot, and more.",62,NULL
s4685,Movie,"Bert Kreischer: Secret Time","Todd Biermann","Bert Kreischer",,2018-08-24,2018,TV-MA,"Stand-Up Comedy","Shirtless comic Bert Kreischer relays personal secrets and stories about being a cool – if not always responsible – dad in this stand-up special.",57,NULL
s4084,Movie,"Bert Kreischer: The Machine","Ryan Polito","Bert Kreischer","United States",2019-02-22,2016,TV-MA,"Stand-Up Comedy","From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special.",70,NULL
s696,Movie,"Besieged Bread","Soudade Kaadan","Lama Hakeim, Gabriel Malki, Ehab Shaaban",,2021-06-17,2015,TV-14,"Dramas, International Movies","In battle-ridden Syria, a woman trying to smuggle bread into a blockaded area crosses paths with a soldier who has deserted the regime's forces.",12,NULL
s1477,"TV Show","Best Leftovers Ever!",Unknown,"Jackie Tohn, David So, Rosemary Shrager","United States",2020-12-30,2020,TV-G,"Reality TV","Decadent pasta from day-old fries? Skillful cooks transform tired leftovers into tantalizing new dishes in this wildly creative culinary competition.",NULL,1
s5027,"TV Show","Best Lover",Unknown,"Da-hae Lee, Zhou Mi, Wang Qiuzi, Kwang-hyun Park, Jia Zhengyu, Jeong-hak Park","South Korea, China",2018-02-23,2016,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real.",NULL,1
s6288,Movie,"Best Neighbors","Tamer Bassiouni","Sameh Hussain, Menna Arafa, Merna al-Mohandes",,2019-06-06,2014,TV-14,"Comedies, International Movies","A just-married couple moves into their new home, finding themselves at war with the kids next door, who seem determined to make their lives miserable.",98,NULL
s1472,Movie,"Best of Stand-Up 2020",Unknown,"Jerry Seinfeld, Leslie Jones, Taylor Tomlinson, Tom Segura, Jack Whitehall, Michelle Buteau, Bert Kreischer, Jo Koy, Donnell Rawlings, Jim Jefferies, Nikki Glaser, George Lopez, Sam Jay, Marc Maron, Kevin Hart, Michael McIntyre, Fortune Feimster, Eric André, Jim Norton, Felipe Esparza, Hannah Gadsby, Patton Oswalt, Vir Das, Robert Kelly, Urzila Carlson, Tom Papa, Kanan Gill, Ms. Pat, Rob Schneider, Adrienne Iapalucci, Kenny Sebastian, Thomas Middleditch, Ben Schwartz",,2020-12-31,2020,TV-MA,"Stand-Up Comedy","From Jerry Seinfeld to Leslie Jones, Kevin Hart to Hannah Gadsby, laugh along with the funniest bits from Netflix's 2020 stand-up comedy specials.",77,NULL
s929,Movie,"Best of the Best","Robert Radler","Eric Roberts, James Earl Jones, Sally Kirkland, Chris Penn, Phillip Rhee, John P. Ryan, John Dye, Louise Fletcher","United States",2021-05-01,1989,PG-13,"Action & Adventure, Sports Movies","Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.",97,NULL
s1888,Movie,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Amy Segal","Daniel Levy, Eugene Levy, Catherine O'Hara, Annie Murphy, Chris Elliott, Emily Hampshire, Sarah Levy, Jennifer Robertson, Noah Reid, Dustin Milligan, Karen Robinson, Rizwan Manji",Canada,2020-10-03,2020,TV-MA,"Documentaries, LGBTQ Movies","From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series "Schitt's Creek."",44,NULL
s5565,Movie,"Best Worst Thing That Ever Could Have Happened","Lonny Price","Stephen Sondheim, Harold Prince, Jason Alexander, Mandy Patinkin, Lonny Price","United States",2017-03-18,2016,TV-MA,Documentaries,"The cast and crew of the 1981 Broadway musical "Merrily We Roll Along" recall joy and heartbreak during the production of a surefire hit that wasn't.",97,NULL
s4490,"TV Show",Best.Worst.Weekend.Ever.,Unknown,"Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett","United States",2018-10-19,2018,TV-PG,"Kids' TV, TV Comedies","Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",NULL,1
s2473,"TV Show",Betaal,Unknown,"Viineet Kumar, Aahana Kumra, Suchitra Pillai, Jatin Goswami, Siddharth Menon, Manjiri Pupala, Yashwant Wasnik, Savita Bajaj, Jitendra Joshi, Syna Anand",India,2020-05-24,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Horror","Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies.",NULL,1
s2779,Movie,"Bethany Hamilton: Unstoppable","Aaron Lieber","Bethany Hamilton","United States",2020-03-25,2019,PG,"Children & Family Movies, Documentaries, Sports Movies","This documentary follows the rising tide of Bethany Hamilton who lost her arm as a teen before making waves in pro surfing and her personal life.",100,NULL
s2932,"TV Show","Better Call Saul",Unknown,"Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito","United States",2020-02-09,2018,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas","This Emmy-nominated prequel to "Breaking Bad" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",NULL,4
s3578,"TV Show","Better Than Us",Unknown,"Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov",Russia,2019-08-16,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.",NULL,1
s6289,Movie,"Betting on Zero","Ted Braun","William Ackman","United States",2017-06-01,2017,TV-PG,Documentaries,"This documentary dives into the complex world of Herbalife, the international nutritional products company accused of being a pyramid scheme.",104,NULL
s3032,Movie,"Betty White: First Lady of Television","Steve Boettcher","Betty White, Valerie Bertinelli, Georgia Engel, Tina Fey, Valerie Harper, Jennifer Love Hewitt, Carl Reiner, Ryan Reynolds, Alex Trebek","United States",2020-01-12,2018,TV-14,Documentaries,"This documentary on actress and television producer Betty White traces her decades-long career as a  woman breaking new ground in entertainment.",56,NULL
s511,"TV Show",Between,Unknown,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,2021-07-06,2016,TV-14,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",NULL,2
s1599,Movie,"Between Maybes","Jason Paul Laxamana","Gerald Anderson, Julia Barretto, Yayo Aguila, Christian Vazquez",Philippines,2020-12-03,2019,TV-14,"Dramas, International Movies, Romantic Movies","A former actress takes a trip to Japan, where she meets a young man who provides an escape from reality and makes her consider a different way of life.",108,NULL
s3501,Movie,"Between Two Ferns: The Movie","Scott Aukerman","Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell","United States",2019-09-20,2019,TV-MA,Comedies,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.",83,NULL
s972,Movie,"Between Worlds","Maria Pulera","Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn",Spain,2021-04-27,2018,R,Thrillers,"Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone.",91,NULL
s1354,Movie,"Beverly Hills Ninja","Dennis Dugan","Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker, Soon-Tek Oh, Keith Cooke, Chris Rock, François Chau, Dale Ishimoto, Daming Chen","United States",2021-02-01,1997,PG-13,"Action & Adventure, Comedies","Raised by ninjas, a big-hearted but bumbling orphan travels to Beverly Hills on a mission to help a woman investigate her shady boyfriend.",89,NULL
s6290,Movie,Bewafaa,"Dharmesh Darshan","Anil Kapoor, Akshay Kumar, Kareena Kapoor, Sushmita Sen, Shamita Shetty, Manoj Bajpayee, Kabir Bedi, Nafisa Ali, Supriya Pathak, Raj Premi, Supriya Karnik",India,2019-07-21,2005,TV-PG,"Dramas, International Movies, Romantic Movies","A young woman faces pressure to marry her brother-in-law, after her sister dies while giving birth. But she's secretly in love with someone else.",149,NULL
s6291,Movie,"Bewildered Bolbol","Khaled Marei","Ahmed Helmy, Zeina, Shery Adel, Emy Samir Ghanim, Yousef Fawzy, Yasser El Tobgy, Wael Sami, Maryam Saleh",Egypt,2019-06-20,2010,TV-14,"Comedies, International Movies, Romantic Movies","A man suffering from amnesia can't seem to choose between the women playing tricks on him.",112,NULL
s5237,"TV Show","Beyblade Burst",Unknown,"Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi",Japan,2017-10-01,2016,TV-Y7,"Anime Series, Kids' TV","Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.",NULL,1
s4390,"TV Show","Beyblade Burst Evolution",Unknown,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",,2018-11-15,2017,TV-Y,"Anime Series, Kids' TV","Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.",NULL,1
s1694,"TV Show","Beyblade Burst Rise",Unknown,"Erika Harlacher, Griffin Puatu, Kimlinh Tran, Taylor Henry, Janice Roman Roku, Brian Anderson",Japan,2020-11-15,2019,TV-Y,"Anime Series, Kids' TV","After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan — Beyblade's birthplace.",NULL,1
s3436,"TV Show","Beyblade Burst Turbo",Unknown,"Laura Stahl, Billy Kametz, Derek Stephen Prince, Kyle McCarley, Brandon Winckler, Kimlinh Tran",,2019-10-10,2018,TV-Y7,"Anime Series, Kids' TV","Yearning to earn the title of world blading champion, a novice competitor must harness his untamed potential through training and tournaments.",NULL,1
s6292,"TV Show","Beyblade: Metal Fusion",Unknown,"Aki Kanada, Satoshi Hino, Emiri Kato, Kei Shindo, Robert Tinkler, Peter Cugno, Lisette St. Louis, Barbara Mamabolo",Japan,2017-12-15,2009,TV-Y7,"Anime Series, Kids' TV","In this anime adventure series for kids, the forces of good and evil "blade it out," battling each other with enchanted spinning tops.",NULL,1
